Season,Name,Team,Rebound,Assist,Point
2006-2007,Brent Wright,CIB,112,17,172
2006-2007,Jerry McCullough,CIB,26,21,94
2006-2007,Andrew Wisniewski,CIB,12,12,83
2006-2007,Barisa Krasic,CIB,31,3,72
2006-2007,Marton Bader,CIB,73,6,58
2006-2007,Marin Rozic,CIB,42,9,58
2006-2007,Marijan Mance,CIB,12,6,53
2006-2007,Luksa Andric,CIB,31,1,52
2006-2007,Goran Vrbanc,CIB,9,6,44
2006-2007,Jurica Zuza,CIB,16,3,38
2006-2007,Vedran Morovic,CIB,2,1,6
2006-2007,Ivan Tomas,CIB,0,0,0
2006-2007,Trajan Langdon,CSKA,99,26,337
2006-2007,Matjaz Smodis,CSKA,84,29,284
2006-2007,J.R. Holden,CSKA,58,57,251
2006-2007,Theo Papaloukas,CSKA,80,135,245
2006-2007,David Andersen,CSKA,124,22,244
2006-2007,Alexei Savrasenko,CSKA,100,12,176
2006-2007,Thomas Van Den Spiegel,CSKA,60,10,90
2006-2007,Oscar Torres,CSKA,46,9,87
2006-2007,David Vanterpool,CSKA,39,39,86
2006-2007,Anton Ponkrashov,CSKA,30,28,77
2006-2007,Nikita Kurbanov,CSKA,22,4,31
2006-2007,Zakhar Pashutin,CSKA,8,8,22
2006-2007,Andrey Vorontsevich,CSKA,2,0,3
2006-2007,Anatoly Kashirov,CSKA,1,1,2
2006-2007,Alexey Shved,CSKA,0,0,0
2006-2007,Antonis Fotsis,DYN,155,15,303
2006-2007,Lazaros Papadopoulos,DYN,123,30,252
2006-2007,Bojan Popovic,DYN,64,42,235
2006-2007,Travis Hansen,DYN,55,24,201
2006-2007,Eddie Gill,DYN,35,28,124
2006-2007,Dmitri Domani,DYN,44,23,115
2006-2007,Taqwa Pinero,DYN,25,6,76
2006-2007,Sergei Monia,DYN,52,4,74
2006-2007,Obinna Ekezie,DYN,28,3,67
2006-2007,Yuri Vasilyev,DYN,38,8,64
2006-2007,Sergey Bykov,DYN,14,17,53
2006-2007,Dmitriy Khvostov,DYN,15,10,45
2006-2007,Andrey Trushkin,DYN,19,1,36
2006-2007,Andrey Ivanov,DYN,3,1,6
2006-2007,Miroslav Raicevic,DYN,6,2,0
2006-2007,Marcus Haislip,EFE,134,7,282
2006-2007,Drew Nicholas,EFE,51,76,279
2006-2007,Horace Jenkins,EFE,37,38,203
2006-2007,Ermal Kuqo,EFE,69,22,181
2006-2007,Nikola Prkacin,EFE,77,25,132
2006-2007,Kerem Gonlum,EFE,86,8,107
2006-2007,Cuneyt Erden,EFE,27,22,86
2006-2007,Cenk Akyol,EFE,39,11,82
2006-2007,Antonio Granger,EFE,13,2,57
2006-2007,Mustafa Abi,EFE,29,9,29
2006-2007,Laron Profit,EFE,22,9,22
2006-2007,Baris Hersek,EFE,7,2,15
2006-2007,Baris Ermis,EFE,4,5,12
2006-2007,Fikret Can Akin,EFE,3,8,8
2006-2007,Bora Hun Pacun,EFE,1,0,2
2006-2007,Juan Carlos Navarro,FCB,45,65,369
2006-2007,Jaka Lakovic,FCB,40,81,238
2006-2007,Gianluca Basile,FCB,56,35,212
2006-2007,Jordi Trias,FCB,120,51,171
2006-2007,Fran Vazquez,FCB,73,18,152
2006-2007,Mihalis Kakiouzis,FCB,91,8,149
2006-2007,Denis Marconato,FCB,91,25,142
2006-2007,Roko Ukic,FCB,31,47,117
2006-2007,Mario Kasun,FCB,34,4,95
2006-2007,Roger Grimau,FCB,40,20,83
2006-2007,Rodrigo De La Fuente,FCB,40,20,80
2006-2007,Albert Moncasi,FCB,0,0,2
2006-2007,Kaspars Kambala,FEN,66,11,206
2006-2007,Ibrahim Kutluay,FEN,26,20,162
2006-2007,Damir Mrsic,FEN,24,26,154
2006-2007,Will Solomon,FEN,32,42,150
2006-2007,Mirsad Turkcan,FEN,101,12,89
2006-2007,Omer Onan,FEN,21,9,66
2006-2007,Eddie Basden,FEN,27,15,53
2006-2007,Oguz Savas,FEN,32,4,52
2006-2007,Ira Clark,FEN,47,3,47
2006-2007,Semih Erden,FEN,25,1,36
2006-2007,Rasim Bashak,FEN,6,0,21
2006-2007,Hakan Demirel,FEN,4,1,8
2006-2007,Maxim Mutaf,FEN,0,0,0
2006-2007,Rudy Fernandez,JOV,72,33,300
2006-2007,Charles Gaines,JOV,126,10,206
2006-2007,Elmer Bennett,JOV,31,53,155
2006-2007,Robert Archibald,JOV,73,11,151
2006-2007,Lubos Barton,JOV,62,19,146
2006-2007,Marcelinho Huertas,JOV,29,27,106
2006-2007,Paco Vazquez,JOV,25,15,103
2006-2007,Ferran Lavina,JOV,35,9,78
2006-2007,Andrew Betts,JOV,39,5,73
2006-2007,Drew Sullivan,JOV,28,5,73
2006-2007,Dmitry Flis,JOV,48,5,58
2006-2007,Ricky Rubio,JOV,38,44,58
2006-2007,Roberto Duenas,JOV,9,0,12
2006-2007,Kenny Gregory,LEM,75,31,209
2006-2007,Eric Campbell,LEM,99,21,191
2006-2007,Sandro Nicevic,LEM,79,21,167
2006-2007,Nebojsa Bogavac,LEM,24,13,89
2006-2007,Tyson Wheeler,LEM,23,49,83
2006-2007,Yannick Bokolo,LEM,33,44,65
2006-2007,Pape-Philippe Amagou,LEM,12,14,58
2006-2007,Nicolas Batum,LEM,20,8,51
2006-2007,Alain Koffi,LEM,27,7,45
2006-2007,Mate Skelin,LEM,12,6,15
2006-2007,Frederic Adjiwanou,LEM,18,6,12
2006-2007,Aaron Cel,LEM,0,0,0
2006-2007,Nikola Vujcic,MAC,167,85,328
2006-2007,Derrick Sharp,MAC,54,30,240
2006-2007,Lior Eliyahu,MAC,116,29,238
2006-2007,Will Bynum,MAC,53,55,232
2006-2007,Simas Jasaitis,MAC,80,12,227
2006-2007,Jamie Arnold,MAC,102,13,173
2006-2007,Yotam Halperin,MAC,40,38,123
2006-2007,Tal Burstein,MAC,45,27,107
2006-2007,Yaniv Green,MAC,38,7,57
2006-2007,Goran Jeretin,MAC,15,10,55
2006-2007,Shason Sharon,MAC,32,6,53
2006-2007,Noel Felix,MAC,13,1,34
2006-2007,Rodney Buford,MAC,8,4,23
2006-2007,Teemu Rannikko,OLI,18,43,190
2006-2007,Marko Milic,OLI,76,28,166
2006-2007,Manuchar Markoishvili,OLI,41,20,148
2006-2007,Domen Lorbek,OLI,41,19,126
2006-2007,Ivica Jurkovic,OLI,37,7,112
2006-2007,Ender Arslan,OLI,12,23,84
2006-2007,Hasan Rizvic,OLI,64,3,56
2006-2007,Saulius Kuzminskas,OLI,42,2,40
2006-2007,Sandi Cebular,OLI,8,5,33
2006-2007,Saso Ozbolt,OLI,3,3,31
2006-2007,Goran Jurak,OLI,14,4,21
2006-2007,Christian Maraker,OLI,19,1,17
2006-2007,Kamil Pietras,OLI,1,0,8
2006-2007,Dejan Hohler,OLI,3,1,6
2006-2007,Klemen Lorbek,OLI,0,0,0
2006-2007,Abdul Mills,OLI,1,2,0
2006-2007,Alojzij Slavko Duscak,OLI,0,0,0
2006-2007,Alex Acker,OLY,123,53,315
2006-2007,Andrija Zizic,OLY,115,22,268
2006-2007,Scoonie Penn,OLY,69,75,261
2006-2007,Henry Domercant,OLY,47,12,247
2006-2007,Yannis Bourousis,OLY,109,15,163
2006-2007,Panagiotis Vasilopoulos,OLY,73,22,118
2006-2007,Sofoklis Schortsanitis,OLY,31,12,113
2006-2007,Ryan Stack,OLY,51,9,69
2006-2007,Manolis Papamakarios,OLY,25,18,55
2006-2007,Sam Hoskin,OLY,38,3,51
2006-2007,Christos Harissis,OLY,19,16,50
2006-2007,Nikos Barlos,OLY,19,9,20
2006-2007,Damir Mulaomerovic,OLY,8,4,15
2006-2007,Arvydas Macijauskas,OLY,5,2,15
2006-2007,Vrbica Stefanov,OLY,5,1,4
2006-2007,Gerry McNamara,OLY,0,0,0
2006-2007,Mike Batiste,PAN,115,9,244
2006-2007,Sani Becirovic,PAN,46,47,233
2006-2007,Ramunas Siskauskas,PAN,50,23,219
2006-2007,Dimitris Diamantidis,PAN,93,94,213
2006-2007,Dimos Dikoudis,PAN,86,10,182
2006-2007,Nikos Hatzivrettas,PAN,36,22,174
2006-2007,Dejan Tomasevic,PAN,98,18,167
2006-2007,Kostas Tsartsaris,PAN,104,30,152
2006-2007,Tony Delk,PAN,33,17,128
2006-2007,Milos Vujanic,PAN,8,14,106
2006-2007,Robertas Javtokas,PAN,30,2,49
2006-2007,Fragkiskos Alvertis,PAN,5,5,36
2006-2007,Dusan Sakota,PAN,10,5,32
2006-2007,Dimitris Papanikolaou,PAN,13,2,7
2006-2007,Vassilis Xanthopoulos,PAN,0,0,0
2006-2007,Peja Drobnjak,PAR,131,34,314
2006-2007,Vonteego Cummings,PAR,52,67,259
2006-2007,Kosta Perovic,PAR,127,27,217
2006-2007,Uros Tripkovic,PAR,40,23,190
2006-2007,Dusan Kecman,PAR,79,33,142
2006-2007,Luka Bogdanovic,PAR,62,17,117
2006-2007,Milenko Tepic,PAR,43,27,97
2006-2007,Nikola Pekovic,PAR,51,4,95
2006-2007,Novica Velickovic,PAR,36,6,56
2006-2007,Petar Bozic,PAR,15,7,37
2006-2007,Boris Bakic,PAR,0,1,5
2006-2007,Dejan Borovnjak,PAR,1,2,3
2006-2007,Marko Djurkovic,PAR,0,0,0
2006-2007,Ali Karadeniz,PAU,102,5,302
2006-2007,Britton Johnsen,PAU,84,22,222
2006-2007,Aaron Miles,PAU,72,74,203
2006-2007,C.C. Harrison,PAU,42,31,173
2006-2007,Ricardo Greer,PAU,124,61,148
2006-2007,Michael Bauer,PAU,38,16,114
2006-2007,Melvin Sanders,PAU,33,7,105
2006-2007,Cedric Ferchaud,PAU,24,7,96
2006-2007,Ian Mahinmi,PAU,50,1,67
2006-2007,Xane Dalmeida,PAU,23,31,53
2006-2007,Thierry Rupert,PAU,23,1,24
2006-2007,Ludovic Vaty,PAU,9,0,14
2006-2007,Frederic Fauthoux,PAU,3,12,8
2006-2007,Alexis Ajinca,PAU,3,0,0
2006-2007,Demond Mallet,RHEI,35,30,167
2006-2007,Marcin Gortat,RHEI,79,17,145
2006-2007,Marcus Faison,RHEI,22,13,136
2006-2007,Ronnie Burrell,RHEI,63,18,131
2006-2007,Immanuel McElroy,RHEI,51,37,131
2006-2007,Aleksandar Nadjfeji,RHEI,25,28,89
2006-2007,Devin Green,RHEI,22,12,62
2006-2007,Mladen Sljivancanin,RHEI,13,7,52
2006-2007,Janar Talts,RHEI,42,6,38
2006-2007,Guido Grunheid,RHEI,28,11,38
2006-2007,Alvin Jones,RHEI,17,2,20
2006-2007,Johannes Strasser,RHEI,4,8,13
2006-2007,Philipp Schwethelm,RHEI,0,0,10
2006-2007,Davis Martens,RHEI,0,0,0
2006-2007,Dejan Bodiroga,ROM,78,47,259
2006-2007,David Hawkins,ROM,52,27,231
2006-2007,Alex Righetti,ROM,43,3,177
2006-2007,Mire Chatman,ROM,68,39,164
2006-2007,Ognjen Askrabic,ROM,88,22,124
2006-2007,Luca Garri,ROM,91,7,109
2006-2007,Loukas Mavrokefalidis,ROM,70,7,101
2006-2007,Vlado Ilijevski,ROM,11,11,62
2006-2007,Jacopo Giachetti,ROM,24,22,60
2006-2007,Alessandro Tonolli,ROM,51,18,49
2006-2007,Jon Stefansson,ROM,11,5,38
2006-2007,Daniele Cinciarini,ROM,3,3,23
2006-2007,Dimitrios Marmarinos,ROM,11,1,17
2006-2007,Roberto Chiacig,ROM,22,1,17
2006-2007,Roberto Gabini,ROM,12,0,7
2006-2007,Jerome Moiso,ROM,8,0,5
2006-2007,Yuri Porcaro,ROM,0,0,0
2006-2007,Richard Rocca,SS,90,5,149
2006-2007,Michel Morandais,SS,67,14,138
2006-2007,Jeff Trepagnier,SS,42,11,126
2006-2007,Ansu Sesay,SS,58,9,120
2006-2007,Tyrone Ellis,SS,29,32,114
2006-2007,Tierre Brown,SS,17,17,86
2006-2007,Alessandro Cittadini,SS,66,6,77
2006-2007,Jay Larranaga,SS,37,6,71
2006-2007,Matteo Malaventura,SS,10,8,63
2006-2007,Valerio Spinelli,SS,15,34,43
2006-2007,Simone Flamini,SS,16,2,32
2006-2007,Domenico Morena,SS,8,0,13
2006-2007,Donatas Slanina,TRE,36,29,218
2006-2007,Christian Dalmau,TRE,38,43,204
2006-2007,Huseyin Besok,TRE,88,28,191
2006-2007,Rashid Atkins,TRE,49,52,164
2006-2007,Jasmin Hukic,TRE,63,25,135
2006-2007,Michael Andersen,TRE,71,13,134
2006-2007,Adam Wojcik,TRE,48,15,120
2006-2007,Tomas Masiulis,TRE,78,19,86
2006-2007,Justin Hamilton,TRE,42,25,77
2006-2007,Filip Dylewicz,TRE,55,6,72
2006-2007,Jeff Nordgaard,TRE,14,4,18
2006-2007,Tomas Pacesas,TRE,3,7,6
2006-2007,Przemyslaw Zamojski,TRE,1,0,0
2006-2007,Marcus Goree,TREV,115,25,228
2006-2007,Nikos Zisis,TREV,50,86,220
2006-2007,Marco Mordente,TREV,55,29,197
2006-2007,Terrell Lyday,TREV,46,32,179
2006-2007,Spencer Nelson,TREV,108,35,161
2006-2007,Angelo Gigli,TREV,66,11,141
2006-2007,Matteo Soragna,TREV,38,30,138
2006-2007,Preston Shumpert,TREV,23,6,72
2006-2007,Bryant Smith,TREV,27,5,52
2006-2007,Joey Beard,TREV,42,6,51
2006-2007,Erazem Lorbek,TREV,7,2,13
2006-2007,Matt Santangelo,TREV,4,2,5
2006-2007,Roberto Rullo,TREV,0,1,3
2006-2007,Nick George,TREV,2,0,0
2006-2007,Gino Cuccarolo,TREV,0,0,0
2006-2007,Berni Rodriguez,UNI,57,64,258
2006-2007,Daniel Santiago,UNI,108,25,245
2006-2007,Jiri Welsch,UNI,72,29,213
2006-2007,Carlos Cabezas,UNI,50,50,206
2006-2007,Carlos Jimenez,UNI,118,38,159
2006-2007,Kostas Vasiliadis,UNI,49,7,132
2006-2007,Pepe Sanchez,UNI,67,63,128
2006-2007,Marko Tusek,UNI,35,14,120
2006-2007,Marcus Faison,UNI,25,7,86
2006-2007,Florent Pietrus,UNI,86,5,83
2006-2007,Inaki De Miguel,UNI,45,7,81
2006-2007,Marcus Brown,UNI,12,10,56
2006-2007,Erazem Lorbek,UNI,27,4,11
2006-2007,Alfonso Sanchez,UNI,2,2,8
2006-2007,Michal Chylinski,UNI,1,4,5
2006-2007,Tanoka Beard,ZAL,138,23,203
2006-2007,Jonas Maciulis,ZAL,70,22,178
2006-2007,Hanno Mottola,ZAL,47,16,131
2006-2007,Paulius Jankunas,ZAL,91,13,124
2006-2007,Marko Popovic,ZAL,6,34,106
2006-2007,Kirk Penney,ZAL,26,11,96
2006-2007,Marcelinho Machado,ZAL,35,21,92
2006-2007,Mantas Kalnietis,ZAL,16,17,52
2006-2007,Vidas Ginevicius,ZAL,11,18,43
2006-2007,DeJuan Collins,ZAL,7,8,17
2006-2007,Vladimir Stimac,ZAL,8,1,8
2006-2007,Vytenis Jasikevicius,ZAL,0,0,6
2006-2007,Darius Silinskis,ZAL,4,1,6
2006-2007,Vaidotas Peciukas,ZAL,1,2,0
2007-2008,Jeremiah Massey,ARI,169,17,340
2007-2008,Bracey Wright,ARI,46,24,269
2007-2008,Dimitrios Tsaldaris,ARI,40,35,170
2007-2008,Reyshawn Terry,ARI,86,13,167
2007-2008,Hanno Mottola,ARI,56,14,159
2007-2008,Terell Castle,ARI,17,19,93
2007-2008,Darius Washington,ARI,25,28,92
2007-2008,Georgios Kalaitzis,ARI,42,39,61
2007-2008,Lazaros Agadakos,ARI,27,2,45
2007-2008,Savvas Iliadis,ARI,16,7,41
2007-2008,Vladimir Boisa,ARI,22,7,34
2007-2008,Simonas Serapinas,ARI,20,4,28
2007-2008,Spyridon Panteliadis,ARI,1,3,3
2007-2008,Dimitrios Karadolamis,ARI,0,0,0
2007-2008,Dewarick Spencer,BOL,32,15,181
2007-2008,Delonte Holland,BOL,39,7,136
2007-2008,Guilherme Giovannoni,BOL,56,13,101
2007-2008,Alan Anderson,BOL,27,10,101
2007-2008,Roberto Chiacig,BOL,50,3,93
2007-2008,Donnie McGrath,BOL,14,16,76
2007-2008,Luca Garri,BOL,54,4,70
2007-2008,Fabio Di Bella,BOL,30,17,64
2007-2008,Andrea Crosariol,BOL,53,5,61
2007-2008,Will Conroy,BOL,7,16,39
2007-2008,Federico Lestini,BOL,8,2,30
2007-2008,Andrea Michelori,BOL,25,2,24
2007-2008,Jean Carlos Canelo,BOL,6,2,22
2007-2008,Stevan Stojkov,BOL,2,8,10
2007-2008,Matteo Da Ros,BOL,3,1,0
2007-2008,Riccardo Moraschini,BOL,2,0,0
2007-2008,Michele Novi,BOL,0,0,0
2007-2008,Darren Fenn,BRO,61,7,135
2007-2008,Ademola Okulaja,BRO,84,23,133
2007-2008,Predrag Suput,BRO,56,21,128
2007-2008,Steffen Hamann,BRO,27,36,122
2007-2008,Demond Greene,BRO,17,15,101
2007-2008,Robert Garrett,BRO,25,18,92
2007-2008,Chris Ensminger,BRO,41,10,82
2007-2008,Tim Ohlbrecht,BRO,28,0,36
2007-2008,Mithat Demirel,BRO,7,5,16
2007-2008,Mark Dickel,BRO,16,23,15
2007-2008,Kimani Ffriend,BRO,10,2,8
2007-2008,Sajmen Hauer,BRO,0,0,7
2007-2008,Ivan Pavic,BRO,1,0,2
2007-2008,Karsten Tadda,BRO,3,1,2
2007-2008,Tiago Splitter,CAJ,124,28,351
2007-2008,Igor Rakocevic,CAJ,51,38,328
2007-2008,Zoran Planinic,CAJ,69,77,266
2007-2008,Mirza Teletovic,CAJ,110,9,262
2007-2008,Will McDonald,CAJ,110,14,214
2007-2008,Pablo Prigioni,CAJ,68,103,176
2007-2008,Pete Mickeal,CAJ,80,6,145
2007-2008,Sergi Vidal,CAJ,49,46,119
2007-2008,Simas Jasaitis,CAJ,29,5,96
2007-2008,Gabe Muoneke,CAJ,30,4,71
2007-2008,James Singleton,CAJ,22,1,26
2007-2008,Linton Johnson,CAJ,10,0,7
2007-2008,Lucho Fernandez,CAJ,5,2,5
2007-2008,Ander Garcia,CAJ,1,0,0
2007-2008,Chris Levour Warren,CIB,64,25,219
2007-2008,Sam Hoskin,CIB,76,14,178
2007-2008,Larry Ayuso,CIB,33,19,167
2007-2008,Tre Kelley,CIB,17,32,144
2007-2008,Luksa Andric,CIB,59,11,94
2007-2008,Damir Mulaomerovic,CIB,14,21,79
2007-2008,Marin Rozic,CIB,42,7,70
2007-2008,Vedran Vukusic,CIB,19,2,59
2007-2008,Barisa Krasic,CIB,14,1,39
2007-2008,Franko Kastropil,CIB,20,2,13
2007-2008,Vedran Princ,CIB,4,6,8
2007-2008,Luka Zoric,CIB,2,0,6
2007-2008,Filip Kruslin,CIB,0,0,4
2007-2008,Vedran Morovic,CIB,0,0,0
2007-2008,Ramunas Siskauskas,CSKA,77,33,336
2007-2008,David Andersen,CSKA,145,30,320
2007-2008,Trajan Langdon,CSKA,83,23,315
2007-2008,J.R. Holden,CSKA,50,75,192
2007-2008,Marcus Goree,CSKA,122,21,178
2007-2008,Theo Papaloukas,CSKA,63,105,178
2007-2008,Matjaz Smodis,CSKA,58,12,157
2007-2008,Nikos Zisis,CSKA,44,36,107
2007-2008,Alexei Savrasenko,CSKA,14,3,35
2007-2008,Viktor Khryapa,CSKA,20,4,33
2007-2008,Thomas Van Den Spiegel,CSKA,23,0,31
2007-2008,Andrey Vorontsevich,CSKA,16,0,24
2007-2008,Alexey Shved,CSKA,2,0,22
2007-2008,Artem Zabelin,CSKA,4,0,16
2007-2008,Anatoly Kashirov,CSKA,7,0,15
2007-2008,Zakhar Pashutin,CSKA,10,4,13
2007-2008,Nikita Kurbanov,CSKA,5,0,11
2007-2008,Drew Nicholas,EFE,42,40,231
2007-2008,Andre Hutson,EFE,110,29,226
2007-2008,Kenny Gregory,EFE,76,23,222
2007-2008,Scoonie Penn,EFE,55,58,218
2007-2008,Ermal Kuqo,EFE,65,23,176
2007-2008,Loren Woods,EFE,104,15,128
2007-2008,Kerem Gonlum,EFE,100,20,127
2007-2008,Ender Arslan,EFE,28,28,97
2007-2008,Serkan Erdogan,EFE,15,10,54
2007-2008,Rashad Wright,EFE,18,4,29
2007-2008,Mustafa Abi,EFE,11,4,22
2007-2008,Baris Hersek,EFE,4,0,2
2007-2008,Bora Hun Pacun,EFE,1,0,0
2007-2008,Cenk Akyol,EFE,0,0,0
2007-2008,Jaka Lakovic,FCB,50,68,281
2007-2008,Roger Grimau,FCB,79,37,218
2007-2008,Gianluca Basile,FCB,63,33,217
2007-2008,Mario Kasun,FCB,81,15,201
2007-2008,Fran Vazquez,FCB,66,13,155
2007-2008,Jordi Trias,FCB,115,35,146
2007-2008,Ersan Ilyasova,FCB,103,16,134
2007-2008,Alex Acker,FCB,42,15,121
2007-2008,Pepe Sanchez,FCB,60,82,93
2007-2008,Denis Marconato,FCB,62,10,76
2007-2008,Michel Morandais,FCB,11,2,33
2007-2008,Albert Moncasi,FCB,8,2,16
2007-2008,Gary Neal,FCB,10,0,16
2007-2008,Nihad Djedovic,FCB,2,0,1
2007-2008,Will Solomon,FEN,66,82,376
2007-2008,Omer Onan,FEN,27,26,173
2007-2008,James White,FEN,61,20,143
2007-2008,Oguz Savas,FEN,68,17,128
2007-2008,Damir Mrsic,FEN,16,20,125
2007-2008,Mirsad Turkcan,FEN,110,16,118
2007-2008,Omer Asik,FEN,82,6,117
2007-2008,Tarence Kinsey,FEN,34,9,105
2007-2008,Gasper Vidmar,FEN,59,15,103
2007-2008,Semih Erden,FEN,64,9,101
2007-2008,Emir Preldzic,FEN,45,23,96
2007-2008,Rasim Bashak,FEN,32,7,76
2007-2008,Ibrahim Kutluay,FEN,9,4,43
2007-2008,Hakan Demirel,FEN,3,9,7
2007-2008,Maxim Mutaf,FEN,0,0,0
2007-2008,Sam Clancy,LEM,95,21,185
2007-2008,Luka Bogdanovic,LEM,39,17,156
2007-2008,Raviv Limonad,LEM,32,58,147
2007-2008,Phillip Ricci,LEM,42,14,147
2007-2008,Nicolas Batum,LEM,45,35,111
2007-2008,Alain Koffi,LEM,72,9,110
2007-2008,Yannick Bokolo,LEM,18,40,73
2007-2008,Nebojsa Bogavac,LEM,23,13,72
2007-2008,Antoine Diot,LEM,17,22,26
2007-2008,Jeremy Leloup,LEM,1,1,8
2007-2008,Clement Allerme,LEM,0,1,0
2007-2008,Hollis Price,LIE,44,78,337
2007-2008,Marijonas Petravicius,LIE,95,5,229
2007-2008,Chuck Eidson,LIE,74,48,220
2007-2008,Kenan Bajramovic,LIE,109,15,211
2007-2008,Mindaugas Lukauskis,LIE,52,42,169
2007-2008,Matt Nielsen,LIE,63,20,129
2007-2008,Arturas Jomantas,LIE,82,34,125
2007-2008,Martynas Gecevicius,LIE,12,2,58
2007-2008,Jackson Vroman,LIE,38,4,55
2007-2008,J.P. Batista,LIE,17,2,37
2007-2008,Andrius Slezas,LIE,9,2,19
2007-2008,Darrel Mitchell,LIE,2,4,17
2007-2008,Michailis Anisimovas,LIE,17,1,14
2007-2008,Jared Jordan,LIE,3,9,11
2007-2008,Simas Buterlevicius,LIE,0,0,0
2007-2008,Terence Morris,MAC,208,39,309
2007-2008,Yotam Halperin,MAC,53,99,256
2007-2008,Will Bynum,MAC,46,72,254
2007-2008,Esteban Batista,MAC,127,22,248
2007-2008,David Blu,MAC,59,14,218
2007-2008,Marcus Fizer,MAC,54,18,172
2007-2008,Vonteego Cummings,MAC,24,59,130
2007-2008,Alex Garcia,MAC,48,32,115
2007-2008,Nikola Vujcic,MAC,52,38,115
2007-2008,Derrick Sharp,MAC,17,18,113
2007-2008,Omri Casspi,MAC,42,12,91
2007-2008,Lior Eliyahu,MAC,35,20,69
2007-2008,Tal Burstein,MAC,1,0,0
2007-2008,Dusan Vukcevic,MIL,23,39,185
2007-2008,Danilo Gallinari,MIL,53,19,182
2007-2008,Travis Watson,MIL,145,20,181
2007-2008,Ansu Sesay,MIL,70,17,147
2007-2008,Melvin Booker,MIL,33,28,84
2007-2008,Massimo Bulleri,MIL,8,7,63
2007-2008,Reece Gaines,MIL,14,11,54
2007-2008,Mindaugas Katelynas,MIL,33,5,45
2007-2008,Casey Shaw,MIL,42,1,40
2007-2008,Cheyne Gadson,MIL,5,4,23
2007-2008,Pietro Aradori,MIL,9,5,22
2007-2008,Tony Giovacchini,MIL,14,9,20
2007-2008,Federico Arioli,MIL,6,0,14
2007-2008,Stefano Gentile,MIL,1,0,12
2007-2008,Herve Toure,MIL,1,0,8
2007-2008,Davide Marelli,MIL,0,0,0
2007-2008,Marko Milic,OLI,89,21,219
2007-2008,Jasmin Hukic,OLI,63,19,188
2007-2008,Goran Dragic,OLI,38,40,128
2007-2008,Maurice Bailey,OLI,17,26,109
2007-2008,Ronell Taylor,OLI,28,12,91
2007-2008,Miha Zupan,OLI,40,5,85
2007-2008,Hasan Rizvic,OLI,38,6,50
2007-2008,Chris Booker,OLI,26,6,43
2007-2008,Sasa Doncic,OLI,35,11,37
2007-2008,Boris Gorenc,OLI,10,8,36
2007-2008,Mirza Begic,OLI,25,2,32
2007-2008,Jan Mocnik,OLI,8,14,12
2007-2008,Luke Anderson,OLI,0,0,0
2007-2008,Lynn Greer,OLY,53,69,309
2007-2008,Marc Jackson,OLY,120,29,301
2007-2008,Qyntel Woods,OLY,93,28,246
2007-2008,Arvydas Macijauskas,OLY,24,20,178
2007-2008,Georgios Printezis,OLY,68,13,141
2007-2008,Panagiotis Vasilopoulos,OLY,49,12,123
2007-2008,Yannis Bourousis,OLY,110,11,122
2007-2008,Milos Teodosic,OLY,48,47,119
2007-2008,Roderick Blakney,OLY,37,43,106
2007-2008,Kostas Vasiliadis,OLY,24,13,77
2007-2008,Jake Tsakalidis,OLY,32,3,52
2007-2008,Loukas Mavrokefalidis,OLY,34,2,41
2007-2008,Manolis Papamakarios,OLY,7,4,14
2007-2008,Panagiotis Kafkis,OLY,3,0,4
2007-2008,Renaldas Seibutis,OLY,1,1,0
2007-2008,Sarunas Jasikevicius,PAN,33,57,263
2007-2008,Mike Batiste,PAN,101,14,227
2007-2008,Vassilis Spanoulis,PAN,53,54,225
2007-2008,Dimitris Diamantidis,PAN,100,62,161
2007-2008,Sani Becirovic,PAN,31,24,122
2007-2008,Dimos Dikoudis,PAN,49,3,120
2007-2008,Kostas Tsartsaris,PAN,41,11,96
2007-2008,Kennedy Winston,PAN,43,11,95
2007-2008,Andrija Zizic,PAN,30,7,93
2007-2008,Nikos Hatzivrettas,PAN,22,11,87
2007-2008,Fragkiskos Alvertis,PAN,9,3,36
2007-2008,Stratos Perperoglou,PAN,13,6,35
2007-2008,Nikola Prkacin,PAN,3,2,15
2007-2008,Milos Vujanic,PAN,0,0,6
2007-2008,Dejan Tomasevic,PAN,6,5,6
2007-2008,Aris Tatarounis,PAN,0,0,0
2007-2008,Nikola Pekovic,PAR,158,19,378
2007-2008,Milt Palacio,PAR,61,75,287
2007-2008,Dusan Kecman,PAR,114,46,251
2007-2008,Novica Velickovic,PAR,151,35,233
2007-2008,Milenko Tepic,PAR,78,50,208
2007-2008,Uros Tripkovic,PAR,42,22,164
2007-2008,Cedomir Vitkovac,PAR,93,18,126
2007-2008,Slavko Vranes,PAR,54,3,43
2007-2008,Petar Bozic,PAR,19,9,37
2007-2008,Dejan Borovnjak,PAR,29,5,19
2007-2008,Strahinja Milosevic,PAR,8,1,4
2007-2008,Marko Djurkovic,PAR,1,0,0
2007-2008,Louis Bullock,RMB,25,34,246
2007-2008,Felipe Reyes,RMB,135,17,240
2007-2008,Charles Cornelius Smith,RMB,50,28,201
2007-2008,Axel Hervelle,RMB,124,21,186
2007-2008,Alex Mumbru,RMB,81,32,173
2007-2008,Kerem Tunceri,RMB,23,50,145
2007-2008,Raul Lopez,RMB,31,51,129
2007-2008,Lazaros Papadopoulos,RMB,58,27,124
